codigo_snies,nombre_programa,tipo_cubrimiento,departamento,municipio,nombre_institucion,codigo_institucion
51803,ESPECIALIZACION EN DERECHO DEL MEDIO AMBIENTE,Principal,Santander,Bucaramanga,UNIVERSIDAD EXTERNADO DE COLOMBIA,1706
51805,ESPECIALIZACION EN RESPONSABILIDAD Y DAÑO RESARCIBLE,Convenio,Santander,Bucaramanga,UNIVERSIDAD EXTERNADO DE COLOMBIA,1706
51805,ESPECIALIZACION EN RESPONSABILIDAD Y DAÑO RESARCIBLE,Convenio,Santander,Bucaramanga,UNIVERSIDAD INDUSTRIAL DE SANTANDER,1204
51805,ESPECIALIZACION EN RESPONSABILIDAD Y DAÑO RESARCIBLE,Principal,Santander,Bucaramanga,UNIVERSIDAD EXTERNADO DE COLOMBIA,1706
51851,ESPECIALIZACION EN DERECHO PROCESAL PENAL,Convenio,Santander,Bucaramanga,UNIVERSIDAD INDUSTRIAL DE SANTANDER,1204
51851,ESPECIALIZACION EN DERECHO PROCESAL PENAL,Convenio,Santander,Bucaramanga,UNIVERSIDAD EXTERNADO DE COLOMBIA,1706
51851,ESPECIALIZACION EN DERECHO PROCESAL PENAL,Principal,Santander,Bucaramanga,UNIVERSIDAD EXTERNADO DE COLOMBIA,1706
51867,DOCTORADO INTERINSTITUCIONAL EN EDUCACION,Convenios en red,"Bogotá, D.C.","Bogotá, D.C.",UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS,1301
51867,DOCTORADO INTERINSTITUCIONAL EN EDUCACION,Convenios en red,Valle del Cauca,Santiago de Cali,UNIVERSIDAD DEL VALLE,1203
51867,DOCTORADO INTERINSTITUCIONAL EN EDUCACION,Principal,"Bogotá, D.C.","Bogotá, D.C.",UNIVERSIDAD PEDAGOGICA NACIONAL,1105
51875,MAESTRIA EN GESTION DE PROYECTOS INFORMATICOS,Convenio,"Bogotá, D.C.","Bogotá, D.C.",UNIVERSIDAD ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO,2811
51875,MAESTRIA EN GESTION DE PROYECTOS INFORMATICOS,Convenio,"Bogotá, D.C.","Bogotá, D.C.",UNIVERSIDAD DE PAMPLONA,1212
51875,MAESTRIA EN GESTION DE PROYECTOS INFORMATICOS,Principal,Norte de Santander,Pamplona,UNIVERSIDAD DE PAMPLONA,1212
52042,MAESTRIA EN CIENCIAS FISICAS,Convenios en red,Atlántico,Barranquilla,UNIVERSIDAD DEL ATLANTICO,1202
52042,MAESTRIA EN CIENCIAS FISICAS,Convenios en red,Bolívar,Cartagena de Indias,UNIVERSIDAD DE CARTAGENA,1205
52042,MAESTRIA EN CIENCIAS FISICAS,Convenios en red,Córdoba,Montería,UNIVERSIDAD DE CORDOBA,1113
52042,MAESTRIA EN CIENCIAS FISICAS,Convenios en red,La Guajira,Riohacha,UNIVERSIDAD DE LA GUAJIRA,1218
52042,MAESTRIA EN CIENCIAS FISICAS,Convenios en red,Magdalena,Santa Marta,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA,1213
52042,MAESTRIA EN CIENCIAS FISICAS,Convenios en red,Sucre,Sincelejo,UNIVERSIDAD DE SUCRE,1217
52042,MAESTRIA EN CIENCIAS FISICAS,Principal,Cesar,Valledupar,UNIVERSIDAD POPULAR DEL CESAR,1120
52050,ESPECIALIZACIÓN EN GESTIÓN DE LA CALIDAD Y NORMALIZACIÓN TÉCNICA,Convenio,Quindío,Armenia,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,1111
52050,ESPECIALIZACIÓN EN GESTIÓN DE LA CALIDAD Y NORMALIZACIÓN TÉCNICA,Convenio,Quindío,Armenia,UNIVERSIDAD LA GRAN COLOMBIA,1802
52050,ESPECIALIZACIÓN EN GESTIÓN DE LA CALIDAD Y NORMALIZACIÓN TÉCNICA,Principal,Quindío,Armenia,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,1111
52113,ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD CON ENFASIS EN EPIDEMIOLOGIA,Convenios en red,Cauca,Popayán,UNIVERSIDAD DEL CAUCA,1110
52113,ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD CON ENFASIS EN EPIDEMIOLOGIA,Principal,Cauca,Popayán,UNIVERSIDAD EAN,2812
52175,ESPECIALIZACION EN AUDITORIA Y GARANTIA DE LA CALIDAD EN SALUD,Convenios en red,Tolima,Ibagué,UNIVERSIDAD DEL TOLIMA,1207
52175,ESPECIALIZACION EN AUDITORIA Y GARANTIA DE LA CALIDAD EN SALUD,Principal,Tolima,Ibagué,UNIVERSIDAD EAN,2812
52251,TECNOLOGIA EN GESTION AMBIENTAL TERRITORIAL A DISTANCIA,Convenio,Antioquia,Apartadó,FUNDACION DE ESTUDIOS SUPERIORES UNIVERSITARIOS DE URABA ANTONIO ROLDAN BETANCUR,2739
52251,TECNOLOGIA EN GESTION AMBIENTAL TERRITORIAL A DISTANCIA,Convenio,Antioquia,Apartadó,INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,3812
52251,TECNOLOGIA EN GESTION AMBIENTAL TERRITORIAL A DISTANCIA,Principal,Antioquia,Bello,INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,3812
52323,ESPECIALIZACIÓN EN GERENCIA DE LA CALIDAD Y AUDITORÍA EN SALUD,Convenio,Sucre,Sincelejo,UNIVERSIDAD DEL NORTE,1713
52323,ESPECIALIZACIÓN EN GERENCIA DE LA CALIDAD Y AUDITORÍA EN SALUD,Convenio,Sucre,Sincelejo,UNIVERSIDAD DE SUCRE,1217
52323,ESPECIALIZACIÓN EN GERENCIA DE LA CALIDAD Y AUDITORÍA EN SALUD,Principal,Sucre,Sincelejo,UNIVERSIDAD DEL NORTE,1713
52444,MAESTRIA EN CIENCIAS AMBIENTALES,Convenios en red,Atlántico,Puerto Colombia,UNIVERSIDAD DEL ATLANTICO,1202
52444,MAESTRIA EN CIENCIAS AMBIENTALES,Convenios en red,Bolívar,Cartagena de Indias,UNIVERSIDAD DE CARTAGENA,1205
52444,MAESTRIA EN CIENCIAS AMBIENTALES,Convenios en red,Cesar,Valledupar,UNIVERSIDAD POPULAR DEL CESAR,1120
52444,MAESTRIA EN CIENCIAS AMBIENTALES,Convenios en red,Sucre,Sincelejo,UNIVERSIDAD DE SUCRE,1217
52444,MAESTRIA EN CIENCIAS AMBIENTALES,Principal,Córdoba,Montería,UNIVERSIDAD DE CORDOBA,1113
52455,MAESTRIA EN EDUCACION,Convenios en red,Atlántico,Barranquilla,UNIVERSIDAD DEL ATLANTICO,1202
52455,MAESTRIA EN EDUCACION,Convenios en red,Bolívar,Cartagena de Indias,UNIVERSIDAD DE CARTAGENA,1205
52455,MAESTRIA EN EDUCACION,Convenios en red,Cesar,Valledupar,UNIVERSIDAD POPULAR DEL CESAR,1120
52455,MAESTRIA EN EDUCACION,Convenios en red,La Guajira,Riohacha,UNIVERSIDAD DE LA GUAJIRA,1218
52455,MAESTRIA EN EDUCACION,Convenios en red,Magdalena,Santa Marta,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA,1213
52455,MAESTRIA EN EDUCACION,Convenios en red,Sucre,Sincelejo,UNIVERSIDAD DE SUCRE,1217
52455,MAESTRIA EN EDUCACION,Principal,Córdoba,Montería,UNIVERSIDAD DE CORDOBA,1113
52695,DERECHO,Convenio,Bolívar,Cartagena de Indias,UNIVERSIDAD DE MEDELLIN,1812
52695,DERECHO,Convenio,Bolívar,Cartagena de Indias,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA,3705
52695,DERECHO,Principal,Bolívar,Cartagena de Indias,UNIVERSIDAD DE MEDELLIN,1812
52805,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE INGENIERÍA,Convenio,Cesar,Valledupar,UNIVERSIDAD POPULAR DEL CESAR,1120
52805,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE INGENIERÍA,Convenio,Cesar,Valledupar,UNIVERSIDAD DEL NORTE,1713
52805,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE INGENIERÍA,Principal,Cesar,Valledupar,UNIVERSIDAD DEL NORTE,1713
52901,ESPECIALIZACION EN MERCADEO,Convenio,Valle del Cauca,Santiago de Cali,UNIVERSIDAD DE SAN BUENAVENTURA,1716
52901,ESPECIALIZACION EN MERCADEO,Convenio,Valle del Cauca,Santiago de Cali,UNIVERSIDAD EAFIT-,1712
52901,ESPECIALIZACION EN MERCADEO,Principal,Valle del Cauca,Santiago de Cali,UNIVERSIDAD EAFIT-,1712
52991,ESPECIALIZACIÓN EN ADMINISTRACIÓN DE LA SEGURIDAD,Convenio,Bolívar,Cartagena de Indias,UNIVERSIDAD DE SAN BUENAVENTURA,1724
52991,ESPECIALIZACIÓN EN ADMINISTRACIÓN DE LA SEGURIDAD,Convenio,Bolívar,Cartagena de Indias,UNIVERSIDAD MILITAR-NUEVA GRANADA,1117
52991,ESPECIALIZACIÓN EN ADMINISTRACIÓN DE LA SEGURIDAD,Principal,Bolívar,Cartagena de Indias,UNIVERSIDAD MILITAR-NUEVA GRANADA,1117
53063,ESPECIALIZACIÓN EN FINANZAS,Convenio,Quindío,Armenia,CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE,2840
53063,ESPECIALIZACIÓN EN FINANZAS,Convenio,Quindío,Armenia,UNIVERSIDAD EAFIT-,1712
53063,ESPECIALIZACIÓN EN FINANZAS,Principal,Quindío,Armenia,UNIVERSIDAD EAFIT-,1712
53064,ESPECIALIZACION EN ADMINISTRACION DE RIESGOS Y SEGUROS,Convenio,Caldas,Manizales,UNIVERSIDAD EAFIT-,1712
53064,ESPECIALIZACION EN ADMINISTRACION DE RIESGOS Y SEGUROS,Convenio,Caldas,Manizales,UNIVERSIDAD AUTONOMA DE MANIZALES,1825
53064,ESPECIALIZACION EN ADMINISTRACION DE RIESGOS Y SEGUROS,Principal,Caldas,Manizales,UNIVERSIDAD EAFIT-,1712
53113,INGENIERIA INDUSTRIAL,Convenio,Caldas,Manizales,UNIVERSIDAD CATOLICA DE MANIZALES,1827
53113,INGENIERIA INDUSTRIAL,Convenio,Caldas,Manizales,UNIVERSIDAD PONTIFICIA BOLIVARIANA,1710
53113,INGENIERIA INDUSTRIAL,Principal,Caldas,Manizales,UNIVERSIDAD PONTIFICIA BOLIVARIANA,1710
53114,ESPECIALIZACIÓN EN ADMINISTRACIÓN,Convenio,Quindío,Armenia,CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE,2840
53114,ESPECIALIZACIÓN EN ADMINISTRACIÓN,Convenio,Quindío,Armenia,UNIVERSIDAD EAFIT-,1712
53114,ESPECIALIZACIÓN EN ADMINISTRACIÓN,Principal,Quindío,Armenia,UNIVERSIDAD EAFIT-,1712
53220,ESPECIALIZACIÓN EN DERECHO LABORAL Y RELACIONES INDUSTRIALES,Convenio,Santander,Bucaramanga,UNIVERSIDAD INDUSTRIAL DE SANTANDER,1204
53220,ESPECIALIZACIÓN EN DERECHO LABORAL Y RELACIONES INDUSTRIALES,Convenio,Santander,Bucaramanga,UNIVERSIDAD EXTERNADO DE COLOMBIA,1706
53220,ESPECIALIZACIÓN EN DERECHO LABORAL Y RELACIONES INDUSTRIALES,Principal,Santander,Bucaramanga,UNIVERSIDAD EXTERNADO DE COLOMBIA,1706
53460,MAESTRÍA EN COMUNICACIÓN EDUCATIVA,Convenio,Antioquia,Medellín,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,1111
53460,MAESTRÍA EN COMUNICACIÓN EDUCATIVA,Convenio,Antioquia,Medellín,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,2209
53460,MAESTRÍA EN COMUNICACIÓN EDUCATIVA,Principal,Antioquia,Medellín,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,1111
53565,ESPECIALIZACIÓN EN GERENCIA EDUCATIVA,Convenio,Antioquia,Santa Rosa de Osos,UNIVERSIDAD DE SAN BUENAVENTURA,1717
53565,ESPECIALIZACIÓN EN GERENCIA EDUCATIVA,Convenio,Antioquia,Santa Rosa de Osos,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,2732
53565,ESPECIALIZACIÓN EN GERENCIA EDUCATIVA,Principal,Antioquia,Medellín,UNIVERSIDAD DE SAN BUENAVENTURA,1717
53824,MAESTRIA EN GESTION DE ORGANIZACIONES - MGO -,Convenio,Córdoba,Montería,CORPORACIÓN UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -,1833
53824,MAESTRIA EN GESTION DE ORGANIZACIONES - MGO -,Convenio,Córdoba,Montería,UNIVERSIDAD EAN,2812
53824,MAESTRIA EN GESTION DE ORGANIZACIONES - MGO -,Principal,Córdoba,Montería,UNIVERSIDAD EAN,2812
53944,DOCTORADO EN CIENCIAS AMBIENTALES,Convenio,Cauca,Popayán,UNIVERSIDAD DEL VALLE,1203
53944,DOCTORADO EN CIENCIAS AMBIENTALES,Convenio,Cauca,Popayán,UNIVERSIDAD DEL CAUCA,1110
53944,DOCTORADO EN CIENCIAS AMBIENTALES,Convenio,Risaralda,Pereira,UNIVERSIDAD DEL VALLE,1203
53944,DOCTORADO EN CIENCIAS AMBIENTALES,Convenio,Risaralda,Pereira,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,1111
53944,DOCTORADO EN CIENCIAS AMBIENTALES,Principal,Valle del Cauca,Santiago de Cali,UNIVERSIDAD DEL VALLE,1203
53971,MAESTRÍA EN LITERATURA,Convenio,Tolima,Ibagué,UNIVERSIDAD DEL TOLIMA,1207
53971,MAESTRÍA EN LITERATURA,Convenio,Tolima,Ibagué,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,1111
53971,MAESTRÍA EN LITERATURA,Principal,Tolima,Ibagué,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,1111
54197,DOCTORADO EN CIENCIAS BIOMÉDICAS,Convenios en red,Caldas,Manizales,UNIVERSIDAD DE CALDAS,1112
54197,DOCTORADO EN CIENCIAS BIOMÉDICAS,Convenios en red,Quindío,Armenia,UNIVERSIDAD DEL QUINDIO,1208
54197,DOCTORADO EN CIENCIAS BIOMÉDICAS,Convenios en red,Tolima,Ibagué,UNIVERSIDAD DEL TOLIMA,1207
54197,DOCTORADO EN CIENCIAS BIOMÉDICAS,Principal,Risaralda,Pereira,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,1111
54331,ESPECIALIZACIÓN EN GERENCIA LOGÍSTICA,Convenio,Quindío,Armenia,UNIVERSIDAD EAN,2812
54331,ESPECIALIZACIÓN EN GERENCIA LOGÍSTICA,Convenio,Quindío,Armenia,UNIVERSIDAD DEL QUINDIO,1208
54331,ESPECIALIZACIÓN EN GERENCIA LOGÍSTICA,Principal,Quindío,Armenia,UNIVERSIDAD EAN,2812
54569,ESPECIALIZACIÓN EN  NEGOCIOS Y FINANZAS INTERNACIONALES,Convenio,Huila,Neiva,UNIVERSIDAD SURCOLOMBIANA,1114
54569,ESPECIALIZACIÓN EN  NEGOCIOS Y FINANZAS INTERNACIONALES,Convenio,Huila,Neiva,UNIVERSIDAD EAN,2812
54569,ESPECIALIZACIÓN EN  NEGOCIOS Y FINANZAS INTERNACIONALES,Principal,Huila,Neiva,UNIVERSIDAD EAN,2812
54580,ESPECILIZACION EN DERECHO PROBATORIO PENAL,Convenio,Antioquia,Santa Rosa de Osos,UNIVERSIDAD DE MEDELLIN,1812
54580,ESPECILIZACION EN DERECHO PROBATORIO PENAL,Convenio,Antioquia,Santa Rosa de Osos,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,2732
54580,ESPECILIZACION EN DERECHO PROBATORIO PENAL,Principal,Antioquia,Medellín,UNIVERSIDAD DE MEDELLIN,1812
54682,DOCTORADO EN MEDICINA TROPICAL,Convenios en red,Atlántico,Barranquilla,UNIVERSIDAD DEL ATLANTICO,1202
54682,DOCTORADO EN MEDICINA TROPICAL,Convenios en red,Cesar,Valledupar,UNIVERSIDAD POPULAR DEL CESAR,1120
54682,DOCTORADO EN MEDICINA TROPICAL,Convenios en red,Córdoba,Montería,UNIVERSIDAD DE CORDOBA,1113
54682,DOCTORADO EN MEDICINA TROPICAL,Convenios en red,La Guajira,Riohacha,UNIVERSIDAD DE LA GUAJIRA,1218
54682,DOCTORADO EN MEDICINA TROPICAL,Convenios en red,Magdalena,Santa Marta,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA,1213
54682,DOCTORADO EN MEDICINA TROPICAL,Convenios en red,Sucre,Sincelejo,UNIVERSIDAD DE SUCRE,1217
54682,DOCTORADO EN MEDICINA TROPICAL,Principal,Bolívar,Cartagena de Indias,UNIVERSIDAD DE CARTAGENA,1205
54881,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,Convenio,Bolívar,Cartagena de Indias,ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA,9105
54881,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,Convenio,Bolívar,Cartagena de Indias,UNIVERSIDAD EAN,2812
54881,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,Principal,Bolívar,Cartagena de Indias,UNIVERSIDAD EAN,2812
90335,DOCTORADO EN AGROECOLOGÍA,Convenio,"Bogotá, D.C.","Bogotá, D.C.",UNIVERSIDAD DE ANTIOQUIA,1201
90335,DOCTORADO EN AGROECOLOGÍA,Convenio,"Bogotá, D.C.","Bogotá, D.C.",UNIVERSIDAD NACIONAL DE COLOMBIA,1101
90335,DOCTORADO EN AGROECOLOGÍA,Principal,Antioquia,Medellín,UNIVERSIDAD DE ANTIOQUIA,1201
90467,ESPECIALIZACIÓN EN GERENCIA DEL DESARROLLO HUMANO,Convenio,Caldas,Manizales,UNIVERSIDAD EAFIT-,1712
90467,ESPECIALIZACIÓN EN GERENCIA DEL DESARROLLO HUMANO,Convenio,Caldas,Manizales,UNIVERSIDAD AUTONOMA DE MANIZALES,1825
90467,ESPECIALIZACIÓN EN GERENCIA DEL DESARROLLO HUMANO,Principal,Caldas,Manizales,UNIVERSIDAD EAFIT-,1712
90491,MAESTRÍA EN MIGRACIONES INTERNACIONALES,Convenio,Caldas,Manizales,UNIVERSIDAD DE CALDAS,1112
90491,MAESTRÍA EN MIGRACIONES INTERNACIONALES,Convenio,Caldas,Manizales,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,1111
90491,MAESTRÍA EN MIGRACIONES INTERNACIONALES,Principal,Risaralda,Pereira,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,1111
90528,DOCTORADO EN CIENCIAS DEL MAR,Convenios en red,Antioquia,Medellín,UNIVERSIDAD DE ANTIOQUIA,1201
90528,DOCTORADO EN CIENCIAS DEL MAR,Convenios en red,Atlántico,Barranquilla,UNIVERSIDAD DEL NORTE,1713
90528,DOCTORADO EN CIENCIAS DEL MAR,Convenios en red,"Bogotá, D.C.","Bogotá, D.C.",UNIVERSIDAD NACIONAL DE COLOMBIA,1101
90528,DOCTORADO EN CIENCIAS DEL MAR,Convenios en red,"Bogotá, D.C.","Bogotá, D.C.",FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707
90528,DOCTORADO EN CIENCIAS DEL MAR,Convenios en red,Bolívar,Cartagena de Indias,ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA,9105
90528,DOCTORADO EN CIENCIAS DEL MAR,Convenios en red,Magdalena,Santa Marta,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA,1213
90528,DOCTORADO EN CIENCIAS DEL MAR,Convenios en red,Valle del Cauca,Santiago de Cali,UNIVERSIDAD DEL VALLE,1203
90528,DOCTORADO EN CIENCIAS DEL MAR,Principal,Magdalena,Santa Marta,FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707
90629,MAESTRÍA EN HISTORIA DEL ARTE,Convenio,Bolívar,Cartagena de Indias,UNIVERSIDAD DE ANTIOQUIA,1201
90629,MAESTRÍA EN HISTORIA DEL ARTE,Convenio,Bolívar,Cartagena de Indias,INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR,2211
90629,MAESTRÍA EN HISTORIA DEL ARTE,Principal,Bolívar,Cartagena de Indias,UNIVERSIDAD DE ANTIOQUIA,1201
90635,TECNOLOGIA EN METROLOGIA INDUSTRIAL,Convenio,"Bogotá, D.C.","Bogotá, D.C.",UNIVERSIDAD DE CARTAGENA,1205
90635,TECNOLOGIA EN METROLOGIA INDUSTRIAL,Convenio,"Bogotá, D.C.","Bogotá, D.C.",SERVICIO NACIONAL DE APRENDIZAJE-SENA-,9110
90635,TECNOLOGIA EN METROLOGIA INDUSTRIAL,Principal,Bolívar,Cartagena de Indias,UNIVERSIDAD DE CARTAGENA,1205
90636,TÉCNICA PROFESIONAL  EN PROCESOS METROLÓGICOS,Convenio,"Bogotá, D.C.","Bogotá, D.C.",UNIVERSIDAD DE CARTAGENA,1205
90636,TÉCNICA PROFESIONAL  EN PROCESOS METROLÓGICOS,Convenio,"Bogotá, D.C.","Bogotá, D.C.",SERVICIO NACIONAL DE APRENDIZAJE-SENA-,9110
90636,TÉCNICA PROFESIONAL  EN PROCESOS METROLÓGICOS,Principal,Bolívar,Cartagena de Indias,UNIVERSIDAD DE CARTAGENA,1205
90644,MAESTRÍA EN DERECHO PROCESAL,Convenio,Nariño,Pasto,UNIVERSIDAD DE MEDELLIN,1812
90644,MAESTRÍA EN DERECHO PROCESAL,Convenio,Nariño,Pasto,UNIVERSIDAD CESMAG - UNICESMAG,2744
90644,MAESTRÍA EN DERECHO PROCESAL,Principal,Nariño,Pasto,UNIVERSIDAD DE MEDELLIN,1812
90743,INGENIERÍA DE SISTEMAS,Convenio,Valle del Cauca,Santiago de Cali,UNIVERSIDAD DE IBAGUE,1831
90743,INGENIERÍA DE SISTEMAS,Convenio,Valle del Cauca,Santiago de Cali,FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM - UNICATÓLICA - CALI,2731
90743,INGENIERÍA DE SISTEMAS,Principal,Valle del Cauca,Santiago de Cali,UNIVERSIDAD DE IBAGUE,1831
90791,ESPECIALIZACIÓN EN GERENCIA ESTRATÉGICA,Convenio,Antioquia,Medellín,UNIVERSIDAD DE ANTIOQUIA,1201
90791,ESPECIALIZACIÓN EN GERENCIA ESTRATÉGICA,Convenio,Antioquia,Medellín,UNIVERSIDAD DE LA SABANA,1711
90791,ESPECIALIZACIÓN EN GERENCIA ESTRATÉGICA,Principal,Antioquia,Medellín,UNIVERSIDAD DE LA SABANA,1711
90873,TECNOLOGÍA EN REGENCIA DE FARMACIA,Convenios en red,Antioquia,Medellín,UNIVERSIDAD CES,2708
90873,TECNOLOGÍA EN REGENCIA DE FARMACIA,Principal,Santander,Bucaramanga,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,1823
90951,MAESTRIA EN EDUCACION,Convenio,Meta,Villavicencio,UNIVERSIDAD DE LOS LLANOS,1119
90951,MAESTRIA EN EDUCACION,Convenio,Meta,Villavicencio,UNIVERSIDAD DE CALDAS,1112
90951,MAESTRIA EN EDUCACION,Principal,Meta,Villavicencio,UNIVERSIDAD DE CALDAS,1112
90959,MAESTRÍA EN CREACIÓN Y DIRECCIÓN DE EMPRESAS,Convenio,Santander,Bucaramanga,UNIVERSIDAD DE SANTANDER - UDES,2832
90959,MAESTRÍA EN CREACIÓN Y DIRECCIÓN DE EMPRESAS,Convenio,Santander,Bucaramanga,UNIVERSIDAD EAN,2812
90959,MAESTRÍA EN CREACIÓN Y DIRECCIÓN DE EMPRESAS,Extensión,Boyacá,Sogamoso,UNIVERSIDAD EAN,2812
90959,MAESTRÍA EN CREACIÓN Y DIRECCIÓN DE EMPRESAS,Principal,Santander,Bucaramanga,UNIVERSIDAD EAN,2812
90971,MAESTRÍA EN DIRECCIÓN,Convenio,Antioquia,Medellín,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,1714
90971,MAESTRÍA EN DIRECCIÓN,Convenio,Antioquia,Medellín,UNIVERSIDAD CES,2708
90971,MAESTRÍA EN DIRECCIÓN,Principal,Antioquia,Medellín,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,1714
90986,MAESTRÍA EN GESTIÓN DE ORGANIZACIONES,Convenio,Santander,Bucaramanga,UNIVERSIDAD DE SANTANDER - UDES,2832
90986,MAESTRÍA EN GESTIÓN DE ORGANIZACIONES,Convenio,Santander,Bucaramanga,UNIVERSIDAD EAN,2812
90986,MAESTRÍA EN GESTIÓN DE ORGANIZACIONES,Principal,Santander,Bucaramanga,UNIVERSIDAD EAN,2812
90989,TECNICA PROFESIONAL EN CONSERVACION ALIMENTARIA,Convenio,Santander,Bucaramanga,TECNOLOGICA FITEC,3716
90989,TECNICA PROFESIONAL EN CONSERVACION ALIMENTARIA,Convenio,Santander,Bucaramanga,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,1823
90989,TECNICA PROFESIONAL EN CONSERVACION ALIMENTARIA,Principal,Santander,Bucaramanga,TECNOLOGICA FITEC,3716
91006,TECNICA PROFESIONAL EN PROCESOS DE PRODUCCION ALIMENTARIA,Convenio,Santander,San Gil,TECNOLOGICA FITEC,3716
91006,TECNICA PROFESIONAL EN PROCESOS DE PRODUCCION ALIMENTARIA,Convenio,Santander,San Gil,FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -,2724
91006,TECNICA PROFESIONAL EN PROCESOS DE PRODUCCION ALIMENTARIA,Principal,Santander,Bucaramanga,TECNOLOGICA FITEC,3716
91049,INGENIERIA BIOMEDICA,Convenios en red,"Bogotá, D.C.","Bogotá, D.C.",COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,1714
91049,INGENIERIA BIOMEDICA,Principal,"Bogotá, D.C.","Bogotá, D.C.",UNIVERSIDAD ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO,2811
91050,DOCTORADO EN CIENCIAS FISICAS,Convenios en red,Bolívar,Cartagena de Indias,UNIVERSIDAD DE CARTAGENA,1205
91050,DOCTORADO EN CIENCIAS FISICAS,Convenios en red,Cesar,Valledupar,UNIVERSIDAD POPULAR DEL CESAR,1120
91050,DOCTORADO EN CIENCIAS FISICAS,Convenios en red,Córdoba,Montería,UNIVERSIDAD DE CORDOBA,1113
91050,DOCTORADO EN CIENCIAS FISICAS,Convenios en red,La Guajira,Riohacha,UNIVERSIDAD DE LA GUAJIRA,1218
91050,DOCTORADO EN CIENCIAS FISICAS,Convenios en red,Magdalena,Santa Marta,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA,1213
91050,DOCTORADO EN CIENCIAS FISICAS,Convenios en red,Sucre,Sincelejo,UNIVERSIDAD DE SUCRE,1217
91050,DOCTORADO EN CIENCIAS FISICAS,Principal,Atlántico,Barranquilla,UNIVERSIDAD DEL ATLANTICO,1202
91050,DOCTORADO EN CIENCIAS FISICAS,Principal,Atlántico,Puerto Colombia,UNIVERSIDAD DEL ATLANTICO,1202
91095,ESPECIALIZACIÓN EN GERENCIA COMERCIAL,Convenio,Antioquia,Andes,UNIVERSIDAD DE LA SABANA,1711
91095,ESPECIALIZACIÓN EN GERENCIA COMERCIAL,Convenio,Antioquia,Andes,UNIVERSIDAD DE ANTIOQUIA,1220
91095,ESPECIALIZACIÓN EN GERENCIA COMERCIAL,Principal,Antioquia,Medellín,UNIVERSIDAD DE LA SABANA,1711
91113,MAESTRIA EN EDUCACION,Convenio,Antioquia,Santa Rosa de Osos,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,2732
